transaction_id,account_id,customer_id,amount,transaction_type,merchant,transaction_date
T800,A2,C2,8175.8,credit,Zomato,2026-04-14 13:31:00
T801,A23,C23,8166.41,DEBIT,Swiggy,2026-04-14 10:59:00
T802,A67,C67,15889.78,DEBIT,Flipkart,2026-04-14 22:37:00
T803,A35,C35,10535.5,debit,Amazon,2026-04-14 13:29:00
T804,A98,C98,13150.22,debit,,2026-04-14 9:58:00
T805,A62,C62,3572.32,,,2026-04-14 8:41:00
T806,A62,C62,11273.99,debit,,2026-04-14 6:56:00
T807,A59,C59,14944.53,,,2026-04-14 13:25:00
T808,A10,C10,11357.48,,Swiggy,2026-04-14 14:13:00
T809,A15,C15,18640.19,DEBIT,Zomato,2026-04-14 2:7:00
T810,A44,C44,1794.88,credit,Flipkart,2026-04-14 3:12:00
T811,A45,C45,5357.4,DEBIT,Zomato,2026-04-14 6:21:00
T812,A39,C39,11940.52,DEBIT,Flipkart,2026-04-14 23:7:00
T813,A8,C8,18319.15,debit,Swiggy,2026-04-14 14:38:00
T814,A86,C86,17826.12,,Zomato,2026-04-14 1:10:00
T815,A80,C80,2159.42,,Amazon,2026-04-14 13:18:00
T816,A42,C42,6051.22,DEBIT,Amazon,2026-04-14 8:51:00
T817,A89,C89,15985.46,credit,Zomato,2026-04-14 23:23:00
T818,A83,C83,19845.5,DEBIT,Zomato,2026-04-14 7:14:00
T819,A17,C17,14507.86,,,2026-04-14 9:19:00
T820,A47,C47,7287.43,credit,Swiggy,2026-04-14 3:52:00
T821,A64,C64,4570.8,,Amazon,2026-04-14 11:36:00
T822,A79,C79,5009.99,debit,Amazon,2026-04-14 8:7:00
T823,A65,C65,1841.16,,Zomato,2026-04-14 12:59:00
T824,A45,C45,114.87,credit,,2026-04-14 5:45:00
T825,A3,C3,6457.53,debit,Flipkart,2026-04-14 21:11:00
T826,A52,C52,4571.95,DEBIT,,2026-04-14 12:56:00
T827,A13,C13,6555.65,credit,,2026-04-14 2:26:00
T828,A17,C17,2089.29,,Flipkart,2026-04-14 0:1:00
T829,A26,C26,13016.92,,Zomato,2026-04-14 10:2:00
T830,A5,C5,3610.93,credit,Zomato,2026-04-14 12:57:00
T831,A34,C34,4730.0,debit,Amazon,2026-04-14 20:14:00
T832,A16,C16,9086.65,debit,Swiggy,2026-04-14 1:31:00
T833,A64,C64,638.71,,Zomato,2026-04-14 8:25:00
T834,A80,C80,12857.26,,,2026-04-14 20:55:00
T835,A40,C40,11997.03,DEBIT,Flipkart,2026-04-14 19:6:00
T836,A23,C23,1047.31,debit,Zomato,2026-04-14 2:11:00
T837,A39,C39,5404.54,debit,Flipkart,2026-04-14 10:51:00
T838,A46,C46,14403.44,debit,Amazon,2026-04-14 7:52:00
T839,A57,C57,2413.56,debit,Amazon,2026-04-14 23:5:00
T840,A60,C60,19091.62,DEBIT,Amazon,2026-04-14 23:0:00
T841,A80,C80,16610.41,credit,Flipkart,2026-04-14 11:43:00
T842,A48,C48,9071.28,,,2026-04-14 5:45:00
T843,A20,C20,4804.12,,Amazon,2026-04-14 5:1:00
T844,A58,C58,1046.85,credit,Flipkart,2026-04-14 16:56:00
T845,A22,C22,1123.98,DEBIT,Flipkart,2026-04-14 3:22:00
T846,A40,C40,7579.32,debit,Flipkart,2026-04-14 5:45:00
T847,A24,C24,16257.33,,Zomato,2026-04-14 0:45:00
T848,A21,C21,15227.02,DEBIT,Swiggy,2026-04-14 8:47:00
T849,A82,C82,12148.02,credit,Swiggy,2026-04-14 3:42:00
T850,A20,C20,13279.13,,Zomato,2026-04-14 16:48:00
T851,A59,C59,1652.04,DEBIT,Amazon,2026-04-14 5:29:00
T852,A76,C76,17731.04,debit,,2026-04-14 1:51:00
T853,A90,C90,19214.93,debit,Amazon,2026-04-14 15:19:00
T854,A67,C67,9609.66,DEBIT,Flipkart,2026-04-14 23:54:00
T855,A47,C47,11771.6,,,2026-04-14 5:25:00
T856,A99,C99,18698.37,,Amazon,2026-04-14 15:28:00
T857,A42,C42,15290.55,debit,Flipkart,2026-04-14 10:44:00
T858,A38,C38,9156.69,,,2026-04-14 10:32:00
T859,A24,C24,149.06,credit,Swiggy,2026-04-14 10:33:00
T860,A27,C27,10303.35,,Amazon,2026-04-14 21:10:00
T861,A63,C63,7176.89,credit,Flipkart,2026-04-14 3:30:00
T862,A27,C27,18766.31,,Zomato,2026-04-14 9:36:00
T863,A94,C94,10298.76,DEBIT,,2026-04-14 23:11:00
T864,A9,C9,8980.98,,Amazon,2026-04-14 11:38:00
T865,A49,C49,2044.26,,Flipkart,2026-04-14 13:2:00
T866,A36,C36,1687.67,DEBIT,Amazon,2026-04-14 20:41:00
T867,A29,C29,16892.82,credit,,2026-04-14 9:56:00
T868,A17,C17,16096.71,DEBIT,Flipkart,2026-04-14 18:14:00
T869,A96,C96,7879.66,debit,Swiggy,2026-04-14 19:3:00
T870,A6,C6,5683.72,,Flipkart,2026-04-14 13:55:00
T871,A36,C36,12348.27,debit,Zomato,2026-04-14 3:43:00
T872,A66,C66,8544.23,DEBIT,Zomato,2026-04-14 11:20:00
T873,A6,C6,16101.32,,Amazon,2026-04-14 0:34:00
T874,A44,C44,6339.67,DEBIT,Swiggy,2026-04-14 1:32:00
T875,A42,C42,392.79,credit,Amazon,2026-04-14 3:3:00
T876,A60,C60,2468.45,debit,Amazon,2026-04-14 5:29:00
T877,A11,C11,1328.46,,Flipkart,2026-04-14 22:56:00
T878,A61,C61,2536.37,credit,Zomato,2026-04-14 12:17:00
T879,A17,C17,19451.55,debit,Swiggy,2026-04-14 10:5:00
T880,A64,C64,1733.66,debit,Swiggy,2026-04-14 8:17:00
T881,A80,C80,16976.95,,Swiggy,2026-04-14 11:6:00
T882,A50,C50,6787.18,DEBIT,,2026-04-14 8:34:00
T883,A91,C91,18816.95,credit,Swiggy,2026-04-14 15:2:00
T884,A67,C67,1962.67,,,2026-04-14 11:9:00
T885,A74,C74,3059.58,credit,,2026-04-14 17:8:00
T886,A16,C16,19930.99,DEBIT,Amazon,2026-04-14 9:3:00
T887,A38,C38,3979.05,,Zomato,2026-04-14 2:19:00
T888,A30,C30,17159.31,credit,,2026-04-14 17:58:00
T889,A57,C57,10521.72,,,2026-04-14 8:30:00
T890,A63,C63,12452.18,credit,Swiggy,2026-04-14 21:28:00
T891,A71,C71,14845.15,debit,Amazon,2026-04-14 12:30:00
T892,A64,C64,12107.02,debit,Amazon,2026-04-14 16:41:00
T893,A40,C40,4695.69,debit,,2026-04-14 21:18:00
T894,A19,C19,19217.98,,Swiggy,2026-04-14 0:25:00
T895,A63,C63,15151.38,DEBIT,Flipkart,2026-04-14 7:49:00
T896,A57,C57,4835.27,debit,,2026-04-14 15:36:00
T897,A29,C29,12787.35,,Flipkart,2026-04-14 10:50:00
T898,A62,C62,3073.62,debit,Flipkart,2026-04-14 13:58:00
T899,A37,C37,9651.51,credit,Zomato,2026-04-14 17:31:00
T900,A73,C73,2938.5,credit,Amazon,2026-04-14 12:39:00
T901,A40,C40,11151.22,credit,Amazon,2026-04-14 6:14:00
T902,A80,C80,15274.43,DEBIT,Flipkart,2026-04-14 12:57:00
T903,A12,C12,9549.12,DEBIT,Flipkart,2026-04-14 13:48:00
T904,A16,C16,9725.94,DEBIT,,2026-04-14 3:3:00
T905,A89,C89,1067.57,debit,,2026-04-14 6:50:00
T906,A4,C4,14120.29,debit,Swiggy,2026-04-14 18:19:00
T907,A80,C80,5667.67,,Swiggy,2026-04-14 14:7:00
T908,A84,C84,7887.53,DEBIT,Zomato,2026-04-14 12:45:00
T909,A19,C19,3587.16,debit,Zomato,2026-04-14 6:59:00
T910,A33,C33,11619.74,debit,Zomato,2026-04-14 6:47:00
T911,A90,C90,7398.05,,Flipkart,2026-04-14 20:10:00
T912,A68,C68,10995.54,,Flipkart,2026-04-14 17:28:00
T913,A45,C45,13699.37,debit,Zomato,2026-04-14 21:57:00
T914,A7,C7,6063.43,debit,Swiggy,2026-04-14 12:16:00
T915,A50,C50,7458.11,,,2026-04-14 4:43:00
T916,A16,C16,17429.39,,,2026-04-14 8:48:00
T917,A48,C48,18533.59,DEBIT,,2026-04-14 16:44:00
T918,A89,C89,8485.36,DEBIT,Zomato,2026-04-14 1:39:00
T919,A9,C9,14226.48,debit,Amazon,2026-04-14 5:4:00
T920,A56,C56,715.61,debit,Swiggy,2026-04-14 8:54:00
T921,A33,C33,9340.18,DEBIT,Amazon,2026-04-14 22:26:00
T922,A8,C8,9212.18,DEBIT,Amazon,2026-04-14 15:33:00
T923,A40,C40,10284.28,credit,,2026-04-14 12:30:00
T924,A20,C20,11484.63,credit,,2026-04-14 0:51:00
T925,A17,C17,1092.18,DEBIT,Swiggy,2026-04-14 6:17:00
T926,A59,C59,8986.35,debit,Swiggy,2026-04-14 1:44:00
T927,A59,C59,2603.97,DEBIT,,2026-04-14 0:20:00
T928,A91,C91,9447.04,,Swiggy,2026-04-14 14:23:00
T929,A34,C34,18079.85,DEBIT,Flipkart,2026-04-14 15:16:00
T930,A63,C63,7429.97,credit,,2026-04-14 23:58:00
T931,A70,C70,1524.14,credit,Flipkart,2026-04-14 21:52:00
T932,A92,C92,1828.74,DEBIT,Amazon,2026-04-14 20:6:00
T933,A27,C27,6079.61,credit,Amazon,2026-04-14 22:41:00
T934,A55,C55,16280.4,debit,Amazon,2026-04-14 7:51:00
T935,A91,C91,4444.49,debit,,2026-04-14 21:37:00
T936,A3,C3,15808.49,credit,Zomato,2026-04-14 5:22:00
T937,A55,C55,8858.92,debit,,2026-04-14 20:0:00
T938,A37,C37,18162.1,credit,Amazon,2026-04-14 6:59:00
T939,A5,C5,3106.05,debit,Swiggy,2026-04-14 16:6:00
T940,A6,C6,1269.97,debit,Swiggy,2026-04-14 10:37:00
T941,A78,C78,949.97,debit,Zomato,2026-04-14 12:53:00
T942,A64,C64,14421.68,,,2026-04-14 22:59:00
T943,A100,C100,16531.08,,Swiggy,2026-04-14 18:18:00
T944,A99,C99,11667.77,,Swiggy,2026-04-14 7:0:00
T945,A24,C24,15794.23,credit,Zomato,2026-04-14 10:5:00
T946,A72,C72,-24.92,debit,Zomato,2026-04-14 1:20:00
T947,A36,C36,12079.22,DEBIT,Zomato,2026-04-14 12:43:00
T948,A28,C28,8571.48,debit,,2026-04-14 9:42:00
T949,A83,C83,14547.74,debit,,2026-04-14 1:55:00
T950,A54,C54,10753.95,,Flipkart,2026-04-14 9:47:00
T951,A89,C89,17716.68,credit,Flipkart,2026-04-14 20:39:00
T952,A23,C23,8103.86,credit,Amazon,2026-04-14 23:45:00
T953,A73,C73,6976.83,DEBIT,Amazon,2026-04-14 23:56:00
T954,A7,C7,11505.65,DEBIT,Flipkart,2026-04-14 5:23:00
T955,A34,C34,16951.62,,Zomato,2026-04-14 12:48:00
T956,A66,C66,7777.91,debit,Zomato,2026-04-14 18:29:00
T957,A65,C65,6740.97,,Swiggy,2026-04-14 19:39:00
T958,A24,C24,4939.16,,,2026-04-14 13:31:00
T959,A35,C35,16143.4,DEBIT,,2026-04-14 23:50:00
T960,A16,C16,1455.49,,,2026-04-14 12:57:00
T961,A27,C27,1431.0,DEBIT,,2026-04-14 3:57:00
T962,A63,C63,12331.86,DEBIT,Zomato,2026-04-14 1:47:00
T963,A16,C16,17245.25,credit,Zomato,2026-04-14 17:51:00
T964,A67,C67,3489.7,debit,,2026-04-14 17:15:00
T965,A57,C57,19744.6,debit,Flipkart,2026-04-14 1:34:00
T966,A38,C38,13595.64,debit,Zomato,2026-04-14 5:44:00
T967,A95,C95,3963.03,credit,Amazon,2026-04-14 11:2:00
T968,A35,C35,19764.88,,Zomato,2026-04-14 7:5:00
T969,A33,C33,11583.06,,Flipkart,2026-04-14 11:28:00
T970,A49,C49,13528.0,,Flipkart,2026-04-14 15:50:00
T971,A28,C28,8032.92,credit,Swiggy,2026-04-14 8:40:00
T972,A27,C27,12552.28,,Swiggy,2026-04-14 9:58:00
T973,A71,C71,16873.03,,Amazon,2026-04-14 14:14:00
T974,A46,C46,12170.39,credit,,2026-04-14 1:22:00
T975,A87,C87,319.17,credit,,2026-04-14 15:25:00
T976,A23,C23,3474.63,debit,,2026-04-14 9:1:00
T977,A5,C5,9011.79,DEBIT,Zomato,2026-04-14 23:10:00
T978,A9,C9,13367.44,credit,Swiggy,2026-04-14 18:6:00
T979,A62,C62,16533.36,credit,Swiggy,2026-04-14 22:37:00
T980,A84,C84,4533.34,credit,,2026-04-14 19:59:00
T981,A6,C6,14633.43,credit,Swiggy,2026-04-14 20:31:00
T982,A11,C11,1481.28,,Flipkart,2026-04-14 4:29:00
T983,A65,C65,5700.52,credit,Flipkart,2026-04-14 23:30:00
T984,A6,C6,17858.44,credit,Swiggy,2026-04-14 5:38:00
T985,A65,C65,16208.32,,Zomato,2026-04-14 17:32:00
T986,A29,C29,10490.55,credit,Flipkart,2026-04-14 12:50:00
T987,A37,C37,9305.84,DEBIT,Swiggy,2026-04-14 4:28:00
T988,A41,C41,991.07,credit,Zomato,2026-04-14 10:4:00
T989,A89,C89,17769.4,,,2026-04-14 13:59:00
T990,A8,C8,847.42,DEBIT,Swiggy,2026-04-14 13:19:00
T991,A66,C66,18873.02,,Amazon,2026-04-14 15:46:00
T992,A50,C50,16502.36,,,2026-04-14 20:46:00
T993,A32,C32,4186.47,DEBIT,Flipkart,2026-04-14 16:42:00
T994,A25,C25,19033.46,,Swiggy,2026-04-14 16:58:00
T995,A87,C87,15745.49,debit,,2026-04-14 2:47:00
T996,A53,C53,6423.07,DEBIT,Swiggy,2026-04-14 15:35:00
T997,A10,C10,12686.89,DEBIT,,2026-04-14 11:41:00
T998,A48,C48,7748.61,,Swiggy,2026-04-14 1:11:00
T999,A87,C87,1888.87,credit,Swiggy,2026-04-14 20:0:00
T1000,A97,C97,1040.55,,Swiggy,2026-04-14 22:43:00
T669,A49,C49,480.39,DEBIT,Amazon,2026-04-14 21:22:00
T635,A96,C96,18349.01,debit,Amazon,2026-04-14 4:31:00
T484,A13,C13,476.02,DEBIT,Zomato,2026-04-14 19:57:00
T58,A72,C72,9269.76,debit,,2026-04-14 0:31:00
T923,A40,C40,10284.28,credit,,2026-04-14 12:30:00
T259,A80,C80,15794.77,DEBIT,Zomato,2026-04-14 15:12:00
T502,A23,C23,10685.23,debit,Zomato,2026-04-14 0:3:00
T917,A48,C48,18533.59,DEBIT,,2026-04-14 16:44:00
T902,A80,C80,15274.43,DEBIT,Flipkart,2026-04-14 12:57:00
T52,A82,C82,11993.54,DEBIT,Flipkart,2026-04-14 13:32:00
T885,A74,C74,3059.58,credit,,2026-04-14 17:8:00
T731,A42,C42,14777.36,debit,,2026-04-14 4:14:00
T594,A91,C91,18135.32,credit,,2026-04-14 1:42:00
T311,A76,C76,10691.9,DEBIT,Zomato,2026-04-14 6:31:00
T613,A77,C77,13024.25,,Swiggy,2026-04-14 19:32:00
T802,A67,C67,15889.78,DEBIT,Flipkart,2026-04-14 22:37:00
T150,A1,C1,16370.07,debit,Zomato,2026-04-14 8:13:00
T88,A95,C95,5239.75,,Amazon,2026-04-14 20:23:00
T445,A74,C74,10130.03,,Zomato,2026-04-14 21:6:00
T139,A83,C83,6122.11,DEBIT,Zomato,2026-04-14 19:0:00
